,dep,jour,P,pop,cl_age90
140788,57,2020-11-30,377,,0
140799,57,2020-12-01,221,,0
140810,57,2020-12-02,274,,0
140821,57,2020-12-03,288,,0
140832,57,2020-12-04,324,,0
140843,57,2020-12-05,172,,0
140854,57,2020-12-06,32,,0
140865,57,2020-12-07,409,,0
140876,57,2020-12-08,304,,0
140887,57,2020-12-09,330,,0
140898,57,2020-12-10,367,,0
140909,57,2020-12-11,359,,0
140920,57,2020-12-12,225,,0
140931,57,2020-12-13,50,,0
140942,57,2020-12-14,535,,0
140953,57,2020-12-15,394,,0
140964,57,2020-12-16,407,,0
140975,57,2020-12-17,400,,0
140986,57,2020-12-18,397,,0
140997,57,2020-12-19,280,,0
141008,58,2020-05-13,0,,0
141019,58,2020-05-14,0,,0
141030,58,2020-05-15,29,,0
141041,58,2020-05-16,1,,0
141052,58,2020-05-17,0,,0
141063,58,2020-05-18,1,,0
141074,58,2020-05-19,0,,0
141085,58,2020-05-20,2,,0
141096,58,2020-05-21,0,,0
141107,58,2020-05-22,0,,0
141118,58,2020-05-23,2,,0
141129,58,2020-05-24,0,,0
141140,58,2020-05-25,1,,0
141151,58,2020-05-26,1,,0
141162,58,2020-05-27,0,,0
141173,58,2020-05-28,1,,0
141184,58,2020-05-29,2,,0
141195,58,2020-05-30,1,,0
141206,58,2020-05-31,0,,0
141217,58,2020-06-01,0,,0
141228,58,2020-06-02,1,,0
141239,58,2020-06-03,0,,0
141250,58,2020-06-04,1,,0
141261,58,2020-06-05,0,,0
141272,58,2020-06-06,0,,0
141283,58,2020-06-07,0,,0
141294,58,2020-06-08,0,,0
141305,58,2020-06-09,0,,0
141316,58,2020-06-10,2,,0
141327,58,2020-06-11,0,,0
141338,58,2020-06-12,0,,0
141349,58,2020-06-13,0,,0
141360,58,2020-06-14,0,,0
141371,58,2020-06-15,0,,0
141382,58,2020-06-16,0,,0
141393,58,2020-06-17,0,,0
141404,58,2020-06-18,0,,0
141415,58,2020-06-19,1,,0
141426,58,2020-06-20,0,,0
141437,58,2020-06-21,1,,0
141448,58,2020-06-22,0,,0
141459,58,2020-06-23,0,,0
141470,58,2020-06-24,0,,0
141481,58,2020-06-25,0,,0
141492,58,2020-06-26,1,,0
141503,58,2020-06-27,0,,0
141514,58,2020-06-28,0,,0
141525,58,2020-06-29,3,,0
141536,58,2020-06-30,0,,0
141547,58,2020-07-01,8,,0
141558,58,2020-07-02,1,,0
141569,58,2020-07-03,0,,0
141580,58,2020-07-04,7,,0
141591,58,2020-07-05,0,,0
141602,58,2020-07-06,1,,0
141613,58,2020-07-07,0,,0
141624,58,2020-07-08,2,,0
141635,58,2020-07-09,3,,0
141646,58,2020-07-10,0,,0
141657,58,2020-07-11,0,,0
141668,58,2020-07-12,0,,0
141679,58,2020-07-13,1,,0
141690,58,2020-07-14,0,,0
141701,58,2020-07-15,2,,0
141712,58,2020-07-16,1,,0
141723,58,2020-07-17,2,,0
141734,58,2020-07-18,0,,0
141745,58,2020-07-19,1,,0
141756,58,2020-07-20,0,,0
141767,58,2020-07-21,0,,0
141778,58,2020-07-22,0,,0
141789,58,2020-07-23,1,,0
141800,58,2020-07-24,0,,0
141811,58,2020-07-25,1,,0
141822,58,2020-07-26,1,,0
141833,58,2020-07-27,0,,0
141844,58,2020-07-28,1,,0
141855,58,2020-07-29,0,,0
141866,58,2020-07-30,1,,0
141877,58,2020-07-31,0,,0
141888,58,2020-08-01,0,,0
141899,58,2020-08-02,0,,0
141910,58,2020-08-03,2,,0
141921,58,2020-08-04,0,,0
141932,58,2020-08-05,1,,0
141943,58,2020-08-06,1,,0
141954,58,2020-08-07,2,,0
141965,58,2020-08-08,2,,0
141976,58,2020-08-09,0,,0
141987,58,2020-08-10,0,,0
141998,58,2020-08-11,4,,0
142009,58,2020-08-12,2,,0
142020,58,2020-08-13,0,,0
142031,58,2020-08-14,1,,0
142042,58,2020-08-15,2,,0
142053,58,2020-08-16,1,,0
142064,58,2020-08-17,3,,0
142075,58,2020-08-18,2,,0
142086,58,2020-08-19,4,,0
142097,58,2020-08-20,3,,0
142108,58,2020-08-21,5,,0
142119,58,2020-08-22,0,,0
142130,58,2020-08-23,0,,0
142141,58,2020-08-24,10,,0
142152,58,2020-08-25,5,,0
142163,58,2020-08-26,2,,0
142174,58,2020-08-27,7,,0
142185,58,2020-08-28,13,,0
142196,58,2020-08-29,6,,0
142207,58,2020-08-30,2,,0
142218,58,2020-08-31,7,,0
142229,58,2020-09-01,8,,0
142240,58,2020-09-02,4,,0
142251,58,2020-09-03,16,,0
142262,58,2020-09-04,10,,0
142273,58,2020-09-05,2,,0
142284,58,2020-09-06,1,,0
142295,58,2020-09-07,14,,0
142306,58,2020-09-08,10,,0
142317,58,2020-09-09,5,,0
142328,58,2020-09-10,9,,0
142339,58,2020-09-11,11,,0
142350,58,2020-09-12,21,,0
142361,58,2020-09-13,2,,0
142372,58,2020-09-14,20,,0
142383,58,2020-09-15,15,,0
142394,58,2020-09-16,41,,0
142405,58,2020-09-17,19,,0
142416,58,2020-09-18,13,,0
142427,58,2020-09-19,6,,0
142438,58,2020-09-20,0,,0
142449,58,2020-09-21,23,,0
142460,58,2020-09-22,11,,0
142471,58,2020-09-23,17,,0
142482,58,2020-09-24,9,,0
142493,58,2020-09-25,15,,0
142504,58,2020-09-26,1,,0
142515,58,2020-09-27,1,,0
142526,58,2020-09-28,11,,0
142537,58,2020-09-29,11,,0
142548,58,2020-09-30,9,,0
142559,58,2020-10-01,6,,0
142570,58,2020-10-02,9,,0
142581,58,2020-10-03,4,,0
142592,58,2020-10-04,1,,0
142603,58,2020-10-05,13,,0
142614,58,2020-10-06,20,,0
142625,58,2020-10-07,30,,0
142636,58,2020-10-08,20,,0
142647,58,2020-10-09,29,,0
142658,58,2020-10-10,5,,0
142669,58,2020-10-11,6,,0
142680,58,2020-10-12,46,,0
142691,58,2020-10-13,33,,0
142702,58,2020-10-14,51,,0
142713,58,2020-10-15,48,,0
142724,58,2020-10-16,62,,0
142735,58,2020-10-17,30,,0
142746,58,2020-10-18,1,,0
142757,58,2020-10-19,77,,0
142768,58,2020-10-20,84,,0
142779,58,2020-10-21,95,,0
142790,58,2020-10-22,73,,0
142801,58,2020-10-23,61,,0
142812,58,2020-10-24,56,,0
142823,58,2020-10-25,10,,0
142834,58,2020-10-26,151,,0
142845,58,2020-10-27,128,,0
142856,58,2020-10-28,116,,0
142867,58,2020-10-29,134,,0
142878,58,2020-10-30,128,,0
142889,58,2020-10-31,45,,0
142900,58,2020-11-01,19,,0
142911,58,2020-11-02,151,,0
142922,58,2020-11-03,134,,0
142933,58,2020-11-04,131,,0
142944,58,2020-11-05,131,,0
142955,58,2020-11-06,131,,0
142966,58,2020-11-07,35,,0
142977,58,2020-11-08,11,,0
142988,58,2020-11-09,106,,0
142999,58,2020-11-10,95,,0
143010,58,2020-11-11,8,,0
143021,58,2020-11-12,115,,0
143032,58,2020-11-13,73,,0
143043,58,2020-11-14,31,,0
143054,58,2020-11-15,7,,0
143065,58,2020-11-16,85,,0
143076,58,2020-11-17,86,,0
143087,58,2020-11-18,51,,0
143098,58,2020-11-19,63,,0
143109,58,2020-11-20,33,,0
143120,58,2020-11-21,20,,0
143131,58,2020-11-22,4,,0
143142,58,2020-11-23,41,,0
143153,58,2020-11-24,32,,0
143164,58,2020-11-25,38,,0
143175,58,2020-11-26,41,,0
143186,58,2020-11-27,53,,0
143197,58,2020-11-28,23,,0
143208,58,2020-11-29,14,,0
143219,58,2020-11-30,62,,0
143230,58,2020-12-01,27,,0
143241,58,2020-12-02,42,,0
143252,58,2020-12-03,56,,0
143263,58,2020-12-04,67,,0
143274,58,2020-12-05,54,,0
143285,58,2020-12-06,11,,0
143296,58,2020-12-07,65,,0
143307,58,2020-12-08,45,,0
143318,58,2020-12-09,51,,0
143329,58,2020-12-10,49,,0
143340,58,2020-12-11,83,,0
143351,58,2020-12-12,60,,0
143362,58,2020-12-13,7,,0
143373,58,2020-12-14,68,,0
143384,58,2020-12-15,47,,0
143395,58,2020-12-16,56,,0
143406,58,2020-12-17,66,,0
143417,58,2020-12-18,83,,0
143428,58,2020-12-19,30,,0
143439,59,2020-05-13,36,,0
143450,59,2020-05-14,42,,0
143461,59,2020-05-15,30,,0
143472,59,2020-05-16,15,,0
143483,59,2020-05-17,2,,0
143494,59,2020-05-18,52,,0
143505,59,2020-05-19,76,,0
143516,59,2020-05-20,65,,0
143527,59,2020-05-21,16,,0
143538,59,2020-05-22,98,,0
143549,59,2020-05-23,32,,0
143560,59,2020-05-24,6,,0
143571,59,2020-05-25,71,,0
143582,59,2020-05-26,72,,0
143593,59,2020-05-27,73,,0
143604,59,2020-05-28,30,,0
143615,59,2020-05-29,64,,0
143626,59,2020-05-30,27,,0
143637,59,2020-05-31,5,,0
143648,59,2020-06-01,13,,0
143659,59,2020-06-02,49,,0
143670,59,2020-06-03,45,,0
143681,59,2020-06-04,34,,0
143692,59,2020-06-05,58,,0
143703,59,2020-06-06,17,,0
143714,59,2020-06-07,3,,0
143725,59,2020-06-08,75,,0
143736,59,2020-06-09,46,,0
143747,59,2020-06-10,49,,0
143758,59,2020-06-11,44,,0
143769,59,2020-06-12,22,,0
143780,59,2020-06-13,10,,0
143791,59,2020-06-14,9,,0
143802,59,2020-06-15,38,,0
143813,59,2020-06-16,32,,0
143824,59,2020-06-17,29,,0
143835,59,2020-06-18,26,,0
143846,59,2020-06-19,31,,0
143857,59,2020-06-20,20,,0
143868,59,2020-06-21,4,,0
143879,59,2020-06-22,27,,0
143890,59,2020-06-23,42,,0
143901,59,2020-06-24,29,,0
143912,59,2020-06-25,29,,0
143923,59,2020-06-26,35,,0
143934,59,2020-06-27,10,,0
143945,59,2020-06-28,6,,0
143956,59,2020-06-29,36,,0
143967,59,2020-06-30,35,,0
143978,59,2020-07-01,40,,0
143989,59,2020-07-02,45,,0
144000,59,2020-07-03,34,,0
144011,59,2020-07-04,13,,0
144022,59,2020-07-05,1,,0
144033,59,2020-07-06,57,,0
144044,59,2020-07-07,34,,0
144055,59,2020-07-08,29,,0
144066,59,2020-07-09,45,,0
144077,59,2020-07-10,38,,0
144088,59,2020-07-11,33,,0
144099,59,2020-07-12,4,,0
144110,59,2020-07-13,42,,0
144121,59,2020-07-14,5,,0
144132,59,2020-07-15,46,,0
144143,59,2020-07-16,68,,0
144154,59,2020-07-17,61,,0
144165,59,2020-07-18,32,,0
144176,59,2020-07-19,5,,0
144187,59,2020-07-20,61,,0
144198,59,2020-07-21,99,,0
144209,59,2020-07-22,90,,0
144220,59,2020-07-23,63,,0
144231,59,2020-07-24,85,,0
144242,59,2020-07-25,56,,0
144253,59,2020-07-26,6,,0
144264,59,2020-07-27,109,,0
144275,59,2020-07-28,89,,0
144286,59,2020-07-29,103,,0
144297,59,2020-07-30,130,,0
144308,59,2020-07-31,108,,0
144319,59,2020-08-01,62,,0
144330,59,2020-08-02,6,,0
144341,59,2020-08-03,142,,0
144352,59,2020-08-04,102,,0
144363,59,2020-08-05,109,,0
144374,59,2020-08-06,118,,0
144385,59,2020-08-07,118,,0
144396,59,2020-08-08,50,,0
144407,59,2020-08-09,10,,0
144418,59,2020-08-10,120,,0
144429,59,2020-08-11,141,,0
144440,59,2020-08-12,142,,0
144451,59,2020-08-13,148,,0
144462,59,2020-08-14,142,,0
144473,59,2020-08-15,18,,0
144484,59,2020-08-16,8,,0
144495,59,2020-08-17,142,,0
144506,59,2020-08-18,158,,0
144517,59,2020-08-19,106,,0
144528,59,2020-08-20,145,,0
144539,59,2020-08-21,150,,0
144550,59,2020-08-22,54,,0
144561,59,2020-08-23,17,,0
144572,59,2020-08-24,177,,0
144583,59,2020-08-25,177,,0
144594,59,2020-08-26,168,,0
144605,59,2020-08-27,209,,0
144616,59,2020-08-28,176,,0
144627,59,2020-08-29,59,,0
144638,59,2020-08-30,28,,0
144649,59,2020-08-31,290,,0
144660,59,2020-09-01,306,,0
144671,59,2020-09-02,476,,0
144682,59,2020-09-03,441,,0
144693,59,2020-09-04,642,,0
144704,59,2020-09-05,304,,0
144715,59,2020-09-06,43,,0
144726,59,2020-09-07,858,,0
144737,59,2020-09-08,709,,0
144748,59,2020-09-09,731,,0
144759,59,2020-09-10,743,,0
144770,59,2020-09-11,729,,0
144781,59,2020-09-12,271,,0
144792,59,2020-09-13,80,,0
144803,59,2020-09-14,1209,,0
144814,59,2020-09-15,1103,,0
144825,59,2020-09-16,919,,0
144836,59,2020-09-17,1027,,0
144847,59,2020-09-18,1109,,0
144858,59,2020-09-19,304,,0
144869,59,2020-09-20,204,,0
144880,59,2020-09-21,956,,0
144891,59,2020-09-22,1233,,0
144902,59,2020-09-23,978,,0
144913,59,2020-09-24,832,,0
144924,59,2020-09-25,887,,0
144935,59,2020-09-26,350,,0
144946,59,2020-09-27,88,,0
144957,59,2020-09-28,979,,0
144968,59,2020-09-29,821,,0
144979,59,2020-09-30,903,,0
144990,59,2020-10-01,1022,,0
145001,59,2020-10-02,1134,,0
145012,59,2020-10-03,501,,0
145023,59,2020-10-04,243,,0
145034,59,2020-10-05,1254,,0
145045,59,2020-10-06,1276,,0
145056,59,2020-10-07,1472,,0
145067,59,2020-10-08,1674,,0
145078,59,2020-10-09,1775,,0
145089,59,2020-10-10,1088,,0
145100,59,2020-10-11,515,,0
145111,59,2020-10-12,2200,,0
145122,59,2020-10-13,1958,,0
145133,59,2020-10-14,2273,,0
145144,59,2020-10-15,2420,,0
145155,59,2020-10-16,2279,,0
145166,59,2020-10-17,1313,,0
145177,59,2020-10-18,893,,0
145188,59,2020-10-19,2927,,0
145199,59,2020-10-20,2736,,0
145210,59,2020-10-21,3335,,0
145221,59,2020-10-22,3434,,0
145232,59,2020-10-23,3711,,0
145243,59,2020-10-24,2137,,0
145254,59,2020-10-25,1299,,0
145265,59,2020-10-26,4365,,0
145276,59,2020-10-27,3543,,0
145287,59,2020-10-28,3384,,0
145298,59,2020-10-29,3381,,0
145309,59,2020-10-30,3384,,0
145320,59,2020-10-31,1841,,0
145331,59,2020-11-01,1081,,0
145342,59,2020-11-02,3790,,0
145353,59,2020-11-03,3075,,0
145364,59,2020-11-04,2594,,0
145375,59,2020-11-05,2326,,0
145386,59,2020-11-06,2308,,0
145397,59,2020-11-07,1097,,0
145408,59,2020-11-08,414,,0
145419,59,2020-11-09,2077,,0
145430,59,2020-11-10,1650,,0
145441,59,2020-11-11,496,,0
145452,59,2020-11-12,1779,,0
145463,59,2020-11-13,1477,,0
145474,59,2020-11-14,697,,0
145485,59,2020-11-15,211,,0
145496,59,2020-11-16,1447,,0
145507,59,2020-11-17,929,,0
145518,59,2020-11-18,823,,0
145529,59,2020-11-19,781,,0
145540,59,2020-11-20,846,,0
145551,59,2020-11-21,453,,0
145562,59,2020-11-22,160,,0
145573,59,2020-11-23,778,,0
145584,59,2020-11-24,611,,0
145595,59,2020-11-25,554,,0
145606,59,2020-11-26,568,,0
145617,59,2020-11-27,583,,0
145628,59,2020-11-28,329,,0
145639,59,2020-11-29,116,,0
145650,59,2020-11-30,629,,0
145661,59,2020-12-01,559,,0
145672,59,2020-12-02,496,,0
145683,59,2020-12-03,583,,0
145694,59,2020-12-04,518,,0
145705,59,2020-12-05,267,,0
145716,59,2020-12-06,96,,0
145727,59,2020-12-07,644,,0
145738,59,2020-12-08,525,,0
145749,59,2020-12-09,471,,0
145760,59,2020-12-10,508,,0
145771,59,2020-12-11,534,,0
145782,59,2020-12-12,295,,0
145793,59,2020-12-13,91,,0
145804,59,2020-12-14,659,,0
145815,59,2020-12-15,517,,0
145826,59,2020-12-16,504,,0
145837,59,2020-12-17,486,,0
145848,59,2020-12-18,551,,0
145859,59,2020-12-19,338,,0
145870,60,2020-05-13,4,,0
145881,60,2020-05-14,17,,0
145892,60,2020-05-15,25,,0
145903,60,2020-05-16,5,,0
145914,60,2020-05-17,4,,0
145925,60,2020-05-18,12,,0
145936,60,2020-05-19,15,,0
145947,60,2020-05-20,12,,0
145958,60,2020-05-21,3,,0
145969,60,2020-05-22,11,,0
145980,60,2020-05-23,2,,0
145991,60,2020-05-24,0,,0
146002,60,2020-05-25,11,,0
146013,60,2020-05-26,11,,0
146024,60,2020-05-27,2,,0
146035,60,2020-05-28,7,,0
146046,60,2020-05-29,7,,0
146057,60,2020-05-30,0,,0
146068,60,2020-05-31,0,,0
146079,60,2020-06-01,1,,0
146090,60,2020-06-02,4,,0
146101,60,2020-06-03,7,,0
146112,60,2020-06-04,3,,0
146123,60,2020-06-05,2,,0
146134,60,2020-06-06,5,,0
146145,60,2020-06-07,3,,0
146156,60,2020-06-08,2,,0
146167,60,2020-06-09,2,,0
146178,60,2020-06-10,2,,0
146189,60,2020-06-11,0,,0
146200,60,2020-06-12,2,,0
146211,60,2020-06-13,1,,0
146222,60,2020-06-14,0,,0
146233,60,2020-06-15,3,,0
146244,60,2020-06-16,3,,0
146255,60,2020-06-17,0,,0
146266,60,2020-06-18,4,,0
146277,60,2020-06-19,5,,0
146288,60,2020-06-20,1,,0
146299,60,2020-06-21,1,,0
146310,60,2020-06-22,5,,0
146321,60,2020-06-23,5,,0
146332,60,2020-06-24,4,,0
146343,60,2020-06-25,7,,0
146354,60,2020-06-26,3,,0
146365,60,2020-06-27,5,,0
146376,60,2020-06-28,0,,0
146387,60,2020-06-29,1,,0
146398,60,2020-06-30,2,,0
146409,60,2020-07-01,3,,0
146420,60,2020-07-02,2,,0
146431,60,2020-07-03,7,,0
146442,60,2020-07-04,0,,0
146453,60,2020-07-05,0,,0
146464,60,2020-07-06,5,,0
146475,60,2020-07-07,5,,0
146486,60,2020-07-08,6,,0
146497,60,2020-07-09,8,,0
146508,60,2020-07-10,7,,0
146519,60,2020-07-11,3,,0
146530,60,2020-07-12,3,,0
146541,60,2020-07-13,6,,0
146552,60,2020-07-14,4,,0
146563,60,2020-07-15,6,,0
146574,60,2020-07-16,7,,0
146585,60,2020-07-17,3,,0
146596,60,2020-07-18,4,,0
146607,60,2020-07-19,0,,0
146618,60,2020-07-20,5,,0
146629,60,2020-07-21,4,,0
146640,60,2020-07-22,5,,0
146651,60,2020-07-23,7,,0
146662,60,2020-07-24,13,,0
146673,60,2020-07-25,6,,0
146684,60,2020-07-26,0,,0
146695,60,2020-07-27,10,,0
146706,60,2020-07-28,6,,0
146717,60,2020-07-29,7,,0
146728,60,2020-07-30,16,,0
146739,60,2020-07-31,7,,0
146750,60,2020-08-01,15,,0
146761,60,2020-08-02,4,,0
146772,60,2020-08-03,18,,0
146783,60,2020-08-04,17,,0
146794,60,2020-08-05,11,,0
146805,60,2020-08-06,19,,0
146816,60,2020-08-07,20,,0
146827,60,2020-08-08,6,,0
146838,60,2020-08-09,3,,0
146849,60,2020-08-10,19,,0
146860,60,2020-08-11,20,,0
146871,60,2020-08-12,9,,0
146882,60,2020-08-13,22,,0
146893,60,2020-08-14,21,,0
146904,60,2020-08-15,6,,0
146915,60,2020-08-16,2,,0
146926,60,2020-08-17,19,,0
146937,60,2020-08-18,27,,0
146948,60,2020-08-19,21,,0
146959,60,2020-08-20,31,,0
146970,60,2020-08-21,43,,0
146981,60,2020-08-22,14,,0
146992,60,2020-08-23,5,,0
147003,60,2020-08-24,37,,0
147014,60,2020-08-25,33,,0
147025,60,2020-08-26,32,,0
147036,60,2020-08-27,47,,0
147047,60,2020-08-28,52,,0
147058,60,2020-08-29,19,,0
147069,60,2020-08-30,9,,0
147080,60,2020-08-31,50,,0
147091,60,2020-09-01,70,,0
147102,60,2020-09-02,67,,0
147113,60,2020-09-03,74,,0
147124,60,2020-09-04,72,,0
147135,60,2020-09-05,35,,0
147146,60,2020-09-06,7,,0
147157,60,2020-09-07,95,,0
147168,60,2020-09-08,84,,0
147179,60,2020-09-09,83,,0
147190,60,2020-09-10,96,,0
147201,60,2020-09-11,91,,0
147212,60,2020-09-12,65,,0
147223,60,2020-09-13,12,,0
147234,60,2020-09-14,103,,0
147245,60,2020-09-15,86,,0
147256,60,2020-09-16,111,,0
147267,60,2020-09-17,131,,0
147278,60,2020-09-18,104,,0
147289,60,2020-09-19,52,,0
147300,60,2020-09-20,7,,0
147311,60,2020-09-21,156,,0
147322,60,2020-09-22,139,,0
147333,60,2020-09-23,274,,0
147344,60,2020-09-24,99,,0
147355,60,2020-09-25,98,,0
147366,60,2020-09-26,57,,0
147377,60,2020-09-27,9,,0
147388,60,2020-09-28,141,,0
147399,60,2020-09-29,131,,0
147410,60,2020-09-30,141,,0
147421,60,2020-10-01,159,,0
147432,60,2020-10-02,224,,0
147443,60,2020-10-03,112,,0
147454,60,2020-10-04,15,,0
147465,60,2020-10-05,240,,0
147476,60,2020-10-06,242,,0
147487,60,2020-10-07,249,,0
147498,60,2020-10-08,212,,0
147509,60,2020-10-09,239,,0
147520,60,2020-10-10,135,,0
147531,60,2020-10-11,15,,0
147542,60,2020-10-12,395,,0
147553,60,2020-10-13,340,,0
147564,60,2020-10-14,301,,0
147575,60,2020-10-15,374,,0
147586,60,2020-10-16,430,,0
147597,60,2020-10-17,213,,0
147608,60,2020-10-18,42,,0
147619,60,2020-10-19,487,,0
147630,60,2020-10-20,520,,0
147641,60,2020-10-21,535,,0
147652,60,2020-10-22,392,,0
147663,60,2020-10-23,513,,0
147674,60,2020-10-24,231,,0
147685,60,2020-10-25,58,,0
147696,60,2020-10-26,692,,0
147707,60,2020-10-27,639,,0
147718,60,2020-10-28,614,,0
147729,60,2020-10-29,655,,0
147740,60,2020-10-30,713,,0
147751,60,2020-10-31,400,,0
147762,60,2020-11-01,39,,0
147773,60,2020-11-02,907,,0
147784,60,2020-11-03,681,,0
147795,60,2020-11-04,654,,0
147806,60,2020-11-05,589,,0
147817,60,2020-11-06,553,,0
147828,60,2020-11-07,244,,0
147839,60,2020-11-08,30,,0
147850,60,2020-11-09,597,,0
147861,60,2020-11-10,431,,0
147872,60,2020-11-11,57,,0
147883,60,2020-11-12,410,,0
147894,60,2020-11-13,328,,0
147905,60,2020-11-14,148,,0
147916,60,2020-11-15,19,,0
147927,60,2020-11-16,395,,0
147938,60,2020-11-17,228,,0
147949,60,2020-11-18,222,,0
147960,60,2020-11-19,199,,0
147971,60,2020-11-20,201,,0
147982,60,2020-11-21,98,,0
147993,60,2020-11-22,17,,0
148004,60,2020-11-23,228,,0
148015,60,2020-11-24,169,,0
148026,60,2020-11-25,151,,0
148037,60,2020-11-26,146,,0
148048,60,2020-11-27,157,,0
148059,60,2020-11-28,72,,0
148070,60,2020-11-29,9,,0
148081,60,2020-11-30,153,,0
148092,60,2020-12-01,115,,0
148103,60,2020-12-02,115,,0
148114,60,2020-12-03,108,,0
148125,60,2020-12-04,130,,0
148136,60,2020-12-05,79,,0
148147,60,2020-12-06,63,,0
148158,60,2020-12-07,167,,0
148169,60,2020-12-08,135,,0
148180,60,2020-12-09,155,,0
148191,60,2020-12-10,158,,0
148202,60,2020-12-11,160,,0
148213,60,2020-12-12,106,,0
148224,60,2020-12-13,15,,0
148235,60,2020-12-14,189,,0
148246,60,2020-12-15,152,,0
148257,60,2020-12-16,150,,0
148268,60,2020-12-17,160,,0
148279,60,2020-12-18,175,,0
148290,60,2020-12-19,93,,0
148301,61,2020-05-13,6,,0
148312,61,2020-05-14,5,,0
148323,61,2020-05-15,7,,0
148334,61,2020-05-16,0,,0
148345,61,2020-05-17,0,,0
148356,61,2020-05-18,4,,0
148367,61,2020-05-19,6,,0
148378,61,2020-05-20,6,,0
148389,61,2020-05-21,3,,0
148400,61,2020-05-22,5,,0
148411,61,2020-05-23,1,,0
148422,61,2020-05-24,0,,0
148433,61,2020-05-25,1,,0
148444,61,2020-05-26,5,,0
148455,61,2020-05-27,2,,0
148466,61,2020-05-28,1,,0
148477,61,2020-05-29,2,,0
148488,61,2020-05-30,0,,0
148499,61,2020-05-31,1,,0
148510,61,2020-06-01,3,,0
148521,61,2020-06-02,2,,0
148532,61,2020-06-03,0,,0
148543,61,2020-06-04,2,,0
148554,61,2020-06-05,0,,0
148565,61,2020-06-06,2,,0
148576,61,2020-06-07,0,,0
148587,61,2020-06-08,2,,0
148598,61,2020-06-09,2,,0
148609,61,2020-06-10,0,,0
148620,61,2020-06-11,1,,0
148631,61,2020-06-12,1,,0
148642,61,2020-06-13,0,,0
148653,61,2020-06-14,1,,0
148664,61,2020-06-15,0,,0
148675,61,2020-06-16,4,,0
148686,61,2020-06-17,3,,0
148697,61,2020-06-18,5,,0
148708,61,2020-06-19,4,,0
148719,61,2020-06-20,2,,0
148730,61,2020-06-21,0,,0
148741,61,2020-06-22,0,,0
148752,61,2020-06-23,2,,0
148763,61,2020-06-24,0,,0
148774,61,2020-06-25,2,,0
148785,61,2020-06-26,3,,0
148796,61,2020-06-27,0,,0
148807,61,2020-06-28,0,,0
148818,61,2020-06-29,1,,0
148829,61,2020-06-30,2,,0
148840,61,2020-07-01,1,,0
148851,61,2020-07-02,0,,0
148862,61,2020-07-03,4,,0
148873,61,2020-07-04,1,,0
148884,61,2020-07-05,0,,0
148895,61,2020-07-06,0,,0
148906,61,2020-07-07,3,,0
148917,61,2020-07-08,3,,0
148928,61,2020-07-09,2,,0
148939,61,2020-07-10,0,,0
148950,61,2020-07-11,1,,0
148961,61,2020-07-12,0,,0
148972,61,2020-07-13,0,,0
148983,61,2020-07-14,0,,0
148994,61,2020-07-15,2,,0
149005,61,2020-07-16,3,,0
149016,61,2020-07-17,3,,0
149027,61,2020-07-18,0,,0
149038,61,2020-07-19,0,,0
149049,61,2020-07-20,1,,0
149060,61,2020-07-21,2,,0
149071,61,2020-07-22,1,,0
149082,61,2020-07-23,0,,0
149093,61,2020-07-24,0,,0
149104,61,2020-07-25,0,,0
149115,61,2020-07-26,0,,0
149126,61,2020-07-27,1,,0
149137,61,2020-07-28,1,,0
149148,61,2020-07-29,2,,0
149159,61,2020-07-30,0,,0
149170,61,2020-07-31,2,,0
149181,61,2020-08-01,0,,0
149192,61,2020-08-02,0,,0
149203,61,2020-08-03,1,,0
149214,61,2020-08-04,0,,0
149225,61,2020-08-05,3,,0
149236,61,2020-08-06,2,,0
149247,61,2020-08-07,4,,0
149258,61,2020-08-08,3,,0
149269,61,2020-08-09,0,,0
149280,61,2020-08-10,4,,0
149291,61,2020-08-11,6,,0
149302,61,2020-08-12,8,,0
149313,61,2020-08-13,5,,0
149324,61,2020-08-14,5,,0
149335,61,2020-08-15,0,,0
149346,61,2020-08-16,1,,0
149357,61,2020-08-17,6,,0
149368,61,2020-08-18,2,,0
149379,61,2020-08-19,3,,0
149390,61,2020-08-20,5,,0
149401,61,2020-08-21,3,,0
149412,61,2020-08-22,3,,0
149423,61,2020-08-23,1,,0
149434,61,2020-08-24,2,,0
149445,61,2020-08-25,7,,0
149456,61,2020-08-26,9,,0
149467,61,2020-08-27,9,,0
149478,61,2020-08-28,4,,0
149489,61,2020-08-29,1,,0
149500,61,2020-08-30,0,,0
149511,61,2020-08-31,5,,0
149522,61,2020-09-01,2,,0
149533,61,2020-09-02,10,,0
149544,61,2020-09-03,1,,0
149555,61,2020-09-04,9,,0
149566,61,2020-09-05,6,,0
149577,61,2020-09-06,2,,0
149588,61,2020-09-07,4,,0
149599,61,2020-09-08,10,,0
149610,61,2020-09-09,10,,0
149621,61,2020-09-10,20,,0
149632,61,2020-09-11,27,,0
149643,61,2020-09-12,2,,0
149654,61,2020-09-13,7,,0
149665,61,2020-09-14,35,,0
149676,61,2020-09-15,14,,0
149687,61,2020-09-16,27,,0
149698,61,2020-09-17,15,,0
149709,61,2020-09-18,36,,0
149720,61,2020-09-19,5,,0
149731,61,2020-09-20,2,,0
149742,61,2020-09-21,19,,0
149753,61,2020-09-22,23,,0
149764,61,2020-09-23,15,,0
149775,61,2020-09-24,16,,0
149786,61,2020-09-25,21,,0
